content,score,thumbsUpCount,reviewCreatedVersion,appVersion,at,cleaned_content
"Secara transportasi bagus, reast area bagus.. Tp yang gk bagus adalah jam molor lebih dari setengah jam, dan pelayanan di terminal grogol kurang baik.",1,2,2.7.7,2.7.7,2024-03-14 14:22:24,transportasi bagus reast area bagus tidak bagus jam molor jam layan terminal grogol
"Kode OTP gak terkirim kirim, padahal no HP dan Email sudah bener",2,0,2.7.7,2.7.7,2024-03-14 03:57:45,kode otp tidak kirim kirim no hp email bener
Kenapa nggak bisa login,2,0,2.7.7,2.7.7,2024-03-13 21:24:13,nggak login
gak bisa digunakan,1,0,2.7.7,2.7.7,2024-03-13 20:46:11,tidak
"Ga jelas, daftar baru aj kode verifnya lama munculnyaaa",2,0,2.7.7,2.7.7,2024-03-13 18:59:42,tidak daftar aj kode verifnya munculnyaaa
Aplikasi ngebug dibuka gak bisa disentuh apapun aneh,1,0,,Unknown,2024-03-13 08:59:49,aplikasi ngebug buka tidak sentuh apa aneh
Kok udah download dua kali tpi masih tetep loading trus gak buka² menunya,2,0,2.7.7,2.7.7,2024-03-12 17:35:17,udah download tpi tetep loading trus tidak buka menu
Beberapa kali masuk akun g bs bs Beberapa kali mau pesan selalu tidak tersedia... Bagaimana aplikasinya ini9????,1,0,2.7.7,2.7.7,2024-03-11 21:43:12,akun pesan tidak sedia aplikasi
Kurang lengkap fiturnya.... ngisi email dan no hp tapi tidak ada pemberitahuan pemesanan ke email atau no hp... pilihan pembayaran jg dikit beud. Mo ganti metode pembayaran gak bs... mau ngecek bookingannya gimana kl lupa kode bookingnya? 😑😑😑 Kurangi lagi ah bintangnya... tampilan web baru tapi jadi super lemot 😩😩,2,3,2.5.8,2.5.8,2024-03-11 16:32:52,lengkap fiturnya ngisi email no hp tidak pemberitahuan mesan email no hp pilih bayar dikit beud mo ganti metode bayar tidak bs ngecek bookingannya gimana kl lupa kode bookingnya kurang ah bintang tampil web super lot
"pelayanan kurang ramah, datang tidak sesuai jam, seharusnya jam 10:30 malah lambat datang jam 13:00, fasilitas tidak sesuai yg di deskripsi apk",2,0,,Unknown,2024-03-10 21:17:44,layan ramah tidak sesuai jam jam lambat jam fasilitas tidak sesuai deskripsi aplikasi
Apk nya error gk bisa d buka .,1,0,2.7.7,2.7.7,2024-03-09 13:57:54,aplikasi error tidak buka
Mantaf...jadi lebih mudah & simple,5,0,2.7.7,2.7.7,2024-03-08 07:22:37,mantafjadi mudah simple
Udh di download tapi gak bisa di gunakan,1,1,,Unknown,2024-03-07 15:26:26,download tidak
"Mau login ke akun kok sekarang sudah banget sih gak kaya dulu, aplikasinya juga sering bug eror. Mungkin bisa diperbaiki lagi untuk aplikasinya",2,3,2.7.7,2.7.7,2024-03-07 08:30:21,login akun banget sih tidak kaya aplikasi bug eror baik aplikasi
"Bintang 3 dulu deh,saya daftar berulang"" kode vertifikasinya ga bisa"" trus",3,0,2.7.7,2.7.7,2024-03-07 07:02:35,bintang dehsaya daftar ulang kode vertifikasinya tidak trus
"Aplikasinya aneh, nanya hari ini gak bisa. Tgl diblok. Bsok dst bisa tp tiket belm ada. Trus buat apa ini aplikasi",1,0,,Unknown,2024-03-06 18:08:19,aplikasi aneh nanya tidak tgl blok bsok dst tiket belm trus aplikasi
Saat saya ingin memesan dan sudah memilih kursi yang saya minta lalu saya klik pesan Namun setelah itu saya kembali lagi untuk mengecek pesanan saya lagi Masalahnya kursi yang saya pesan sebelumnyq tiba2 sudah tidak bisa dipilih kembali Lalu bagaimana saya ingin memesan jika kursinya sudah terlanjur penuh semua😭😭😭😭😭😭 Sayang padahal bisnya bagus aplikasinya masih ada bug😭😭 mana kode verifikasi juga tidak terkirim ke nomor dan gmail saya....,3,4,2.7.7,2.7.7,2024-03-06 10:58:36,mes pilih kursi klik pesan ecek pesan kursi pesan sebelumnyq tidak pilih mes kursi lanjur penuh sayang bis bagus aplikasi bug kode verifikasi tidak kirim nomor gmail
"Call centernya slow respon, ga ramah, websitenya maintenece mulu gabisa check tiket sama login akun",1,0,,Unknown,2024-03-06 10:55:36,call centernya slow respon tidak ramah websitenya maintenece mulu gabisa check tiket login akun
login nya susah banget ampun dehhhhh,1,0,2.4.9,2.4.9,2024-03-06 09:07:39,login susah banget ampun dehhhhh
Maaf banget tapi aplikasi ini kenapa susah banget dipake yaa? Saat saya mau login malah kode otpnya atau dr emailnya gak muncul2.. jujurl emosi banget,1,0,,Unknown,2024-03-06 08:47:01,maaf banget aplikasi susah banget dipake yaa login kode otpnya dr email tidak muncul jujurl emosi banget
"Mau daftar tapi gk dapet kode verifikasi by email ataupun sms, live chat sama email gk ada balasan pelayanan online yang buruk",1,0,2.7.7,2.7.7,2024-03-05 22:59:38,daftar tidak dapet kode verifikasi by email sms live chat email tidak balas layan online buruk
Mau daftar akun saja sudah ribet banget apalagi sampai pesen tiket.,1,0,2.7.7,2.7.7,2024-03-05 18:54:26,daftar akun ribet banget sen tiket
Aplikasinya lemot bgt. Beberapa kali pilih tujuan gak ada tiket. Menurut saya mungkin aplikasi ini tidak berguna.,1,0,2.7.7,2.7.7,2024-03-05 16:14:19,aplikasi lot bgt pilih tuju tidak tiket aplikasi tidak guna
Gak bisa daftar. Login,1,0,2.7.7,2.7.7,2024-03-05 12:40:18,tidak daftar login
Verifikasi nya lama bet woy,1,0,2.7.7,2.7.7,2024-03-05 11:57:46,verifikasi bet woy
Aplikasi sering log out sendiri .. sudah pesan tiket online tapi g bisa cek status di aplikasi .. ga ada riwayat pembelian .. kalo pas beli ga screenshot repot sendiri. Pdhal pas awal² taun kmren pake lancar jaya .. skrg susah banget dipakenya ..,4,0,,Unknown,2024-03-05 11:04:26,aplikasi log out pesan tiket online cek status aplikasi tidak riwayat beli beli tidak screenshot repot pdhal taun kmren pake lancar jaya skrg susah banget dipakenya
Entah kanapa akhir akhir ini gak bisa lojin di app. Pas mau verifikasi OTW tidwk mendqpat kode di sms maupun email,4,0,,Unknown,2024-03-05 10:46:40,kanapa tidak lojin app verifikasi otw tidwk mendqpat kode sms email
"Lola ,ga gercep, slow respon, belibet",1,0,2.7.7,2.7.7,2024-03-05 05:00:22,lola ga gercep slow respon belibet
Daftar akun di aplikasinya lama bgt kirim kode otp nya👎,1,0,2.7.7,2.7.7,2024-03-04 20:59:17,daftar akun aplikasi banget kirim kode otp
"Aplikasi lambat, setiap digunakan selalu minta update dan sering Error",3,0,2.7.7,2.7.7,2024-03-04 07:04:27,aplikasi lambat update error
"Kirain pake aplikasi jadi gampang, malah nggak keluar tiketnya kek mana? Katanya disuruh daftar pas daftar mentok di verif nomer tapi ga ada tuh terima kode verif. Terus tiketnya gimana? Tolong diperbaiki segera, tau gitu mending booking via web.",1,10,2.7.7,2.7.7,2024-03-04 06:45:13,kirain pake aplikasi gampang nggak tiket kek suruh daftar daftar mentok verif nomer tidak tuh terima kode verif tiket gimana tolong baik tau gitu mending booking via web
"Rosin perbaiki aplikasinya, susah login",3,0,2.7.7,2.7.7,2024-03-03 20:42:44,rosin baik aplikasi susah login
"Gak bisa login, berkali kali mintak kode verifikasi gak dikirim kirim. Udh pesen tiket tidak ada history atau cek pesanan. Mohon diperbaiki untuk melindungi hak konsumen",1,9,2.7.7,2.7.7,2024-03-03 19:30:35,tidak login kali mintak kode verifikasi tidak kirim kirim sen tiket tidak history cek pesan baik lindung hak konsumen
"Setelah di-update malah ga bisa masuk, ga dikirim2 kode verifikasinya",1,0,2.7.7,2.7.7,2024-03-03 18:11:41,diupdate tidak tidak kirim kode verifikasi
Semakin mantap.. pilihan model bayar online semakin komplit..,5,1,2.7.7,2.7.7,2024-03-03 09:37:14,mantap pilih model bayar online komplit
Susah sekali dapet kode verifikasi,3,0,2.7.7,2.7.7,2024-03-03 03:56:35,susah dapet kode verifikasi
"Pelayanan kurang , lagi tanya jawabanya kurang meneyenangkan",1,0,,Unknown,2024-03-02 22:33:18,layan jawabanya meneyenangkan
Daftar nunggu nomor verifikasi nya ga dapet2 padahal udah nyoba sampek 5x lebih,2,0,2.7.7,2.7.7,2024-03-02 19:52:04,daftar nunggu nomor verifikasi tidak dapet udah nyoba sampek
Mau daftar log in no hp dan email tp ga bisa bisa. Ga jelas bgt,1,0,2.7.7,2.7.7,2024-03-02 10:29:27,daftar log in no hp email tidak tidak banget
"Login tidak bisa, gak nerima kode verifikasi, aplikasi tolok",1,0,,Unknown,2024-03-02 06:03:51,login tidak tidak nerima kode verifikasi aplikasi tolok
Best,5,0,2.7.7,2.7.7,2024-03-01 20:37:40,best
Lebih enak aplikasi yg lama,1,0,2.7.7,2.7.7,2024-03-01 20:32:21,aplikasi
Gajelas. Respon aplikasi lama. Sudah direstart tetap saja tidak ada perubahan. Mesan tiket bus nyari tujuan ga muncul,1,0,2.7.7,2.7.7,2024-03-01 20:02:15,gajelas respon aplikasi direstart tidak ubah mesan tiket bus nyari tuju tidak muncul
Pencarian titik keberangkatan dan tujuan selalu ga terdaftar. GA JELAS!,1,0,2.7.7,2.7.7,2024-03-01 19:22:59,cari titik berangkat tuju tidak daftar tidak
Ak update 1 maret 2024 malah gx bisa d'gunain bilang ny maintenace. Hadeh..,1,0,2.7.7,2.7.7,2024-03-01 19:16:19,ak update maret gx dgunain bilang ny maintenace hadeh
"LEBIH BANYAK ERRORNYA,MAU LOG IN MALAH MENTAL TERUS HADEEEHH",2,0,2.7.7,2.7.7,2024-03-01 19:15:14,errornyamau log in mental hadeeehh
aplikasi kok error error terus bosok,1,0,2.7.7,2.7.7,2024-03-01 19:07:21,aplikasi error error bosok
"Mau pesen , kotanya aja gak muncul . Anehhh",1,0,2.7.7,2.7.7,2024-03-01 18:54:53,sen kota tidak muncul anehhh
tidak bisa di akses,1,0,2.7.7,2.7.7,2024-03-01 17:25:41,tidak akses
Update aplikasi malah ga bisa login,1,0,2.7.7,2.7.7,2024-03-01 17:18:19,update aplikasi tidak login
"Aplikasi susah digunakan, mau cari keberangkatan sama tujuan aja susah banget, padahal sinyalnya full bagus, tapi gagal terus",1,0,2.7.7,2.7.7,2024-03-01 17:01:49,aplikasi susah cari berangkat tuju susah banget sinyal full bagus gagal
"Aplikasi kayak ngg niat njirrr, daftar gagal mulu Sekelas bus rosalia indah bikin aplikasi ngga niat, sayang bangett",1,0,2.7.7,2.7.7,2024-03-01 16:01:14,aplikasi kayak ngg niat njirrr daftar gagal mulu kelas bus rosalia indah bikin aplikasi ngga niat sayang bangett
HADEHHH SUSAH BANGET MAU PESEN TIKET. TOLONG DONG APLIKASINYA DIPERBAIKI,1,0,2.7.7,2.7.7,2024-03-01 16:00:43,hadehhh susah banget sen tiket tolong aplikasi baik
"Tolong aplikasi nya lebih di stabilin, mau buka pilihan keberangkatan sama tujuan gak ada pilihannya walaupun udah ngetik nama kotanya, terus LEMOT BANGET SUMPAH!!!",3,2,2.7.7,2.7.7,2024-03-01 14:42:54,tolong aplikasi stabilin buka pilih berangkat tuju tidak pilih udah ngetik nama kota lot banget sumpah
Mimin... ini aplikasi jadi eror gini ya... mentok di halaman depan... Mau booking tiket gak bisa... Daftar akun baru gak bisa... Log in akun juga gak bisa... Hadeeehhj....,3,1,,Unknown,2024-03-01 14:06:21,mimin aplikasi eror gin mentok halaman booking tiket tidak daftar akun tidak log in akun tidak hadeeehhj
Aplikasi tidak bisa digunakan,1,0,2.7.7,2.7.7,2024-03-01 13:44:34,aplikasi tidak
Aplikasi lambat dan sering error,1,0,2.7.7,2.7.7,2024-03-01 13:36:10,aplikasi lambat error
Baru di buka udah error,1,0,,Unknown,2024-03-01 13:11:19,buka udah error
Aplikasi eror yah,4,0,2.7.7,2.7.7,2024-03-01 11:55:07,aplikasi eror yah
"Mohon maaf, untuk hari ini aplikasi eror kenapa ya?",4,0,2.7.7,2.7.7,2024-03-01 11:34:30,maaf aplikasi eror
aplikasi tolol jangan diinstal,1,0,,Unknown,2024-03-01 11:19:36,aplikasi tolol jangan diinstal
Sekelas rosin masa app ticketingnya masih tolol wkwkwkwkwk,1,0,2.7.2,2.7.2,2024-03-01 10:21:05,kelas rosin aplikasi ticketingnya tolol wkwkwkwkwk
Lolaaaa,3,0,2.7.7,2.7.7,2024-03-01 10:01:19,lolaaaa
"Hari hari biasa bukanya lancar, giliran masuk musim sibuk kayak mau lebaran gini aplikasinya luemot banget sampe bikin emosi udah gitu suka balik balik sendiri ga jelas. Trus masa ada biaya adminnya? Beli di agen aja ga pernah ada biaya admin kok lewat aplikasi yg notabene harusnya lebih gampang malah pake admin segala. Apl transportasi sebelah aja ga pake",2,2,2.7.7,2.7.7,2024-03-01 07:59:24,buka lancar gilir musim sibuk kayak lebaran gin aplikasi luemot banget sampe bikin emosi udah gitu suka tidak trus biaya adminnya beli agen tidak biaya admin aplikasi notabene gampang pake admin apl transportasi belah tidak pake
Abis update malah banyak bug. PT besar tapi IT nya buruk bgt,1,0,,Unknown,2024-02-29 15:14:47,abis update bug pt it buruk banget
Aplikasi error harusnya dihapus sehingga tidak memberikan menipu orang untuk download. Lambat/lelet dan no respon. Bagi pecinta bus lebih baik pakai aplikasi lain yang mudah dan responsif. Maaf saya kasih 1 bintang.,1,3,2.7.7,2.7.7,2024-02-29 07:38:36,aplikasi error hapus tidak tipu download lambatlelet no respon cinta bus pakai aplikasi mudah responsif maaf kasih bintang
sangat buruk untuk daftar tidak bisa masuk,1,0,,Unknown,2024-02-26 21:12:51,buruk daftar tidak
apk gak guna nggak bisa pesen pelayanan lemott polll,1,0,,Unknown,2024-02-25 12:21:24,aplikasi tidak nggak sen layan lemott polll
"Di-update mau masuk malah kode verifikasi nya nggak masuk, gimana itu",1,1,2.7.7,2.7.7,2024-02-25 08:13:19,diupdate kode verifikasi nggak gimana
Sangat nyaman sekali,5,0,2.7.6,2.7.6,2024-02-25 07:56:15,nyaman
"Saya terpaksa aja ini download untuk komentar. Untuk agen pulogebang kenapa tidak sopan yaa, saya sedang bicara cuma mau minta nomor kondektur bis kenapa malah ditinggal saya lagi bicara padahal cuman berdua tidak ada orang lagi, tolong pelayanan nya bagaimana yaa seharusnya lebih baik kepada konsumen karna menjual etika atas nama rosalia. Semoga rosalia lebih baik lagi yaa kedepan nyaa aamiin",1,0,2.7.7,2.7.7,2024-02-25 06:33:38,paksa download komentar agen pulogebang tidak sopan yaa bicara nomor kondektur bis tinggal bicara cuman dua tidak tolong layan yaa konsumen karna jual etika nama rosalia moga rosalia yaa depan nyaa aamiin
"Ayolah masa otp ga masuk"" baru juga mau daftar.. ayoo Rosaliaaa",3,0,2.7.7,2.7.7,2024-02-22 01:31:00,ayo otp tidak daftar ayoo rosaliaaa
Kode verifikasi sulit sekali didapatkan,2,0,2.7.7,2.7.7,2024-02-21 21:42:34,kode verifikasi sulit dapat
Maunya serba online tapi sistemnya yg ndak support ..web jg gak bisa dibuka di hp.....hambok mending manual via whasapp saja...malah jadi merepotkan pelanggan,1,0,,Unknown,2024-02-21 13:04:13,mau serba online sistem ndak support web tidak buka hphambok mending manual via whasapp sajamalah repot langgan
Minta kompensasi !,1,0,2.7.7,2.7.7,2024-02-18 20:36:22,kompensasi
Saya puas perjalanan bersama Rosalia indah.,4,0,2.7.2,2.7.2,2024-02-17 12:33:16,puas jalan rosalia indah
"Tolong untuk barang seperti koper usahakan di taruh posisi yang aman , koper saya pecah kan mengecewakan pelanggan tetap, saya udah pakai 6 kali PP Jawa -sumatera, kecewa rugi dong koper pecah",1,0,2.7.7,2.7.7,2024-02-16 12:18:33,tolong barang koper usaha taruh posisi aman koper pecah kecewa langgan udah pakai pp jawa sumatera kecewa rugi koper pecah
"Untuk aplikasinya sudah bagus, tetapi pelayanan di agen wayhalim lampung yang tidak bagus, mobil pribadi tidak bisa parkir bawa barang masuk ke dalam padahal banyak bawaan, kemudian restonya jika mau bungkus makan atau tuker snack tidak bisa, dan mereka minta tambah perkotak 10rb, jika dari awal di hitung lebih baik masukkan saja dari harga penjualan tiket biar penumpang tidak ribet jika mau bungkus.",3,65,2.7.7,2.7.7,2024-02-15 14:56:27,aplikasi bagus layan agen wayhalim lampung tidak bagus mobil pribadi tidak parkir bawa barang bawa restonya bungkus makan tuker snack tidak kotak rb hitung masuk harga jual tiket biar tumpang tidak ribet bungkus
"Aplikasi sulit dibuka, loadingnya jg terlalu lama sampai gk bsa ke buka",1,6,2.7.7,2.7.7,2024-02-15 12:44:04,aplikasi sulit buka loadingnya tidak bsa buka
👍👍👍,5,0,2.7.7,2.7.7,2024-02-11 21:52:51,
"Gokil si menurut gua rosalia indah ni dari segi pelayanan, unit bus sampe hal² kecil pun diperhatikan very very good mamamia lezatos👌",5,0,2.7.7,2.7.7,2024-02-10 14:23:42,gokil si gua rosalia indah ni segi layan unit bus sampe perhati very very good mamamia lezatos
aplikasi ampas kek ginii,1,0,2.7.7,2.7.7,2024-02-09 10:57:08,aplikasi ampas kek ginii
Recomended,5,0,2.7.7,2.7.7,2024-02-09 10:39:51,recomended
Susah dapat kode verifikasi,1,0,2.7.7,2.7.7,2024-02-09 05:29:05,susah kode verifikasi
BUKA APLIKASI BUAT BOOKING AJA NGELAG MULU. PARAAHHH.,1,0,2.7.7,2.7.7,2024-02-08 20:35:14,buka aplikasi booking ngelag mulu paraahhh
Aplikasi gak guna,1,0,,Unknown,2024-02-07 22:32:52,aplikasi tidak
Setelah di update kok malah susah di gunakan terutama pada pemilihan tanggal,4,0,2.7.6,2.7.6,2024-02-07 18:52:51,update susah pilih tanggal
enak nyaman dan relatif terjangkau,5,0,2.7.7,2.7.7,2024-02-07 12:40:35,nyaman relatif jangkau
Bus nya mantap,5,0,2.7.6,2.7.6,2024-02-06 17:41:29,bus mantap
pesen tiket makin mudah,5,0,2.7.6,2.7.6,2024-02-06 15:47:17,sen tiket mudah
Bad Service. Saling melempar tanggung jawab dan jawaban,1,0,2.7.7,2.7.7,2024-02-06 14:27:36,bad service lempar tanggung
Memuaskan,5,0,2.7.6,2.7.6,2024-02-06 11:18:16,muas
Saya tidak masalah dengan apikasi yg saya masalahkan yaitu fitur layanan pada aplikasi seperti call center tidak merepon dengan cepat dan ramah serta bus lama masih di operasikan dengan beberapa minus sehingga mengganggu kenyamanan penumpang,1,36,2.7.7,2.7.7,2024-02-06 11:10:57,tidak apikasi masalah fitur layan aplikasi call center tidak merepon cepat ramah bus operasi minus ganggu nyaman tumpang
MANTAP,5,0,,Unknown,2024-02-06 05:55:51,mantap
Tolong dong update nya di perbaiki.. jadi ngga bisa psen . Mau pulkam jd gagal,1,0,,Unknown,2024-02-05 14:31:54,tolong update baik ngga psen pulkam gagal
Pengalaman yg luar biasa naik rosin,5,0,2.7.6,2.7.6,2024-02-05 13:34:48,alam rosin
Angkatan pagi 3015 bawen bitung mantap sesuai waktu,3,0,2.7.6,2.7.6,2024-02-05 12:06:39,angkat pagi bawen bitung mantap sesuai waktu
Mantap,5,0,2.7.6,2.7.6,2024-02-05 11:28:11,mantap
Poto profil belum bisa di edit,5,0,2.7.6,2.7.6,2024-02-03 20:46:39,poto profil edit
Payah. Loading aplikasi lama banget.,2,0,2.7.6,2.7.6,2024-02-03 20:17:30,payah loading aplikasi banget
Makin canggih yaaa,5,0,2.7.6,2.7.6,2024-02-01 10:18:50,canggih yaaa
"App nya lemot srkrg susah respon,tolong di perbaiki",5,0,2.7.6,2.7.6,2024-01-31 22:17:56,aplikasi lot srkrg susah respontolong baik
Apk yg sangat menyulitkan pengguna,1,0,2.7.6,2.7.6,2024-01-31 01:40:16,aplikasi sulit guna
Stuck di home,1,0,,Unknown,2024-01-29 14:23:33,stuck home
jelek,1,0,2.7.6,2.7.6,2024-01-29 12:41:06,jelek
apasih ini kok gk bisa dipakai aplk nya,1,0,2.7.6,2.7.6,2024-01-29 12:03:22,apasih tidak pakai aplk
"tidak perlu ke PO untuk memesan tiket, bus ada slonjoran kaki",5,0,2.7.6,2.7.6,2024-01-29 01:22:24,tidak po mes tiket bus slonjoran kaki
"Awal menggunakan aplikasi ni lumayan bagus memesan tiket. Tapi pas bayarnya ribet. Dan diakhir"" ni malah susah digunakan. Tiket selalu tidak muncul. Kontak CS rosin malah chatbot yang jawab, dan gak menyelesaikan masalah. Perjalanannya sering terlambat sekarang.",1,51,2.7.6,2.7.6,2024-01-28 05:47:40,aplikasi ni lumayan bagus mes tiket bayar ribet akhir ni susah tiket tidak muncul kontak cs rosin chatbot tidak selesai jalan lambat
Lemot dan stuck,1,0,2.7.6,2.7.6,2024-01-27 21:45:32,lot stuck
"bukannya di permudah, malah dipersulit masuk nya...",1,0,,Unknown,2024-01-27 19:39:13,mudah sulit
APLIKASI TIDAK BISA PESAN TIKET.. ABAIKAN SAJA..,1,0,2.7.6,2.7.6,2024-01-27 13:54:47,aplikasi tidak pesan tiket abai
aplikasinya lemot .bingung buka web rosalia gak bisa di alihkan ke aplikasi ..aplikasi nya bug mulu lemot susah di gunakan,1,7,2.7.6,2.7.6,2024-01-26 17:08:16,aplikasi lot bingung buka web rosalia tidak alih aplikasi aplikasi bug mulu lot susah
"Pemesanan tiket dr Sumatra ke Jawa terutama LAMPUNG masih blm bisa reservasi online,meskipun sdh rubah tanggal dan agen beda dgn yg dr jawa ke sumatra,senoga segera bisa online semuanya",4,4,2.7.6,2.7.6,2024-01-26 04:14:26,mesan tiket dr sumatra jawa lampung blm reservasi onlinemeskipun sdh rubah tanggal agen beda dr jawa sumatrasenoga online
Memuaskan,5,0,2.7.6,2.7.6,2024-01-25 21:33:28,muas
lemot,1,0,2.7.6,2.7.6,2024-01-24 22:28:59,lot
Gak bisa pesan tiketm.un install aja,1,0,2.7.6,2.7.6,2024-01-24 20:01:49,tidak pesan tiketmun install
Jadwal masak bisa mundur sampai 3 jam.,1,0,2.7.6,2.7.6,2024-01-24 17:35:44,jadwal masak mundur jam
Gak bs dipake,1,0,2.7.6,2.7.6,2024-01-24 15:49:49,tidak dipake
