content,score,thumbsUpCount,reviewCreatedVersion,at,cleaned_content,tokens,tokens_no_stopwords,tokens_stemmed,final_content,tokens_final,final_content_v2,sentiment
Sangat membantu,5,0,2.8.7,2025-03-04 07:55:38,sangat membantu,"['sangat', 'membantu']",['membantu'],['bantu'],bantu,['bantu'],bantu,Positif
"Aplikasi busuk,, gk bsa dibuka",1,0,2.9.0,2025-03-04 07:06:23,aplikasi busuk gk bsa dibuka,"['aplikasi', 'busuk', 'gk', 'bsa', 'dibuka']","['aplikasi', 'busuk', 'gk', 'bsa', 'dibuka']","['aplikasi', 'busuk', 'gk', 'bsa', 'buka']",aplikasi busuk gk bsa buka,"['aplikasi', 'busuk', 'bsa', 'buka']",aplikasi busuk bsa buka,Negatif
otp tidak terkirim kirim,5,0,2.9.0,2025-03-02 00:02:39,otp tidak terkirim kirim,"['otp', 'tidak', 'terkirim', 'kirim']","['otp', 'terkirim', 'kirim']","['otp', 'kirim', 'kirim']",otp kirim kirim,"['otp', 'kirim', 'kirim']",otp kirim kirim,Positif
"Rosalia lg knp ni...? Mau masuk kok g bisa.. padhl jaringn bgus, nmor ID bnr Bukannya mkin bgus, mlh mkin bobrok..dah gitu g ad prbaikan.. Bangkrut aj deh...",1,0,2.9.0,2025-03-01 23:19:50,rosalia lg knp ni mau masuk kok g bisa padhl jaringn bgus nmor id bnr bukannya mkin bgus mlh mkin bobrokdah gitu g ad prbaikan bangkrut aj deh,"['rosalia', 'lg', 'knp', 'ni', 'mau', 'masuk', 'kok', 'g', 'bisa', 'padhl', 'jaringn', 'bgus', 'nmor', 'id', 'bnr', 'bukannya', 'mkin', 'bgus', 'mlh', 'mkin', 'bobrokdah', 'gitu', 'g', 'ad', 'prbaikan', 'bangkrut', 'aj', 'deh']","['rosalia', 'lg', 'knp', 'ni', 'padhl', 'jaringn', 'bgus', 'nmor', 'id', 'bnr', 'mkin', 'bgus', 'mlh', 'mkin', 'bobrokdah', 'gitu', 'ad', 'prbaikan', 'bangkrut', 'aj', 'deh']","['rosalia', 'lg', 'knp', 'ni', 'padhl', 'jaringn', 'bgus', 'nmor', 'id', 'bnr', 'mkin', 'bgus', 'mlh', 'mkin', 'bobrokdah', 'gitu', 'ad', 'prbaikan', 'bangkrut', 'aj', 'deh']",rosalia lg knp ni padhl jaringn bgus nmor id bnr mkin bgus mlh mkin bobrokdah gitu ad prbaikan bangkrut aj deh,"['rosalia', 'lg', 'knp', 'ni', 'padhl', 'jaringn', 'bgus', 'nmor', 'id', 'bnr', 'mkin', 'bgus', 'mlh', 'mkin', 'bobrokdah', 'gitu', 'ad', 'prbaikan', 'bangkrut', 'aj']",rosalia lg knp ni padhl jaringn bgus nmor id bnr mkin bgus mlh mkin bobrokdah gitu ad prbaikan bangkrut aj,Negatif
Lebih mudah dan terbantu,5,0,,2025-02-28 23:23:27,lebih mudah dan terbantu,"['lebih', 'mudah', 'dan', 'terbantu']","['mudah', 'terbantu']","['mudah', 'bantu']",mudah bantu,"['mudah', 'bantu']",mudah bantu,Positif
"woy rosalia, bikin apk apaan sii ? nyari tiket buat 1 hari kedepan ga bisa, terus fungsinya apk buat apa ? kenapa di bikin apk kalo ga bisa di gunain",1,0,2.9.0,2025-02-28 14:06:51,woy rosalia bikin apk apaan sii nyari tiket buat hari kedepan ga bisa terus fungsinya apk buat apa kenapa di bikin apk kalo ga bisa di gunain,"['woy', 'rosalia', 'bikin', 'apk', 'apaan', 'sii', 'nyari', 'tiket', 'buat', 'hari', 'kedepan', 'ga', 'bisa', 'terus', 'fungsinya', 'apk', 'buat', 'apa', 'kenapa', 'di', 'bikin', 'apk', 'kalo', 'ga', 'bisa', 'di', 'gunain']","['woy', 'rosalia', 'bikin', 'apk', 'sii', 'nyari', 'tiket', 'kedepan', 'ga', 'fungsinya', 'apk', 'bikin', 'apk', 'kalo', 'ga', 'gunain']","['woy', 'rosalia', 'bikin', 'apk', 'sii', 'nyari', 'tiket', 'depan', 'ga', 'fungsi', 'apk', 'bikin', 'apk', 'kalo', 'ga', 'gunain']",woy rosalia bikin apk sii nyari tiket depan ga fungsi apk bikin apk kalo ga gunain,"['rosalia', 'bikin', 'apk', 'sii', 'nyari', 'tiket', 'fungsi', 'apk', 'bikin', 'apk', 'gunain']",rosalia bikin apk sii nyari tiket fungsi apk bikin apk gunain,Negatif
kenapa tidak bisa daftar???,1,0,2.9.0,2025-02-27 16:59:08,kenapa tidak bisa daftar,"['kenapa', 'tidak', 'bisa', 'daftar']",['daftar'],['daftar'],daftar,['daftar'],daftar,Negatif
"call centernya sangat gercep dan helpfull, perkara pesen tiket tapi lupa log in aplikasi sehingga gabisa cek e-tiket, langsung hubungi call center via wa, gssampe 5 menit e-tiket sudah terkirim di wa dan email, terimakasii admin call center",5,1,2.9.0,2025-02-27 10:57:16,call centernya sangat gercep dan helpfull perkara pesen tiket tapi lupa log in aplikasi sehingga gabisa cek etiket langsung hubungi call center via wa gssampe menit etiket sudah terkirim di wa dan email terimakasii admin call center,"['call', 'centernya', 'sangat', 'gercep', 'dan', 'helpfull', 'perkara', 'pesen', 'tiket', 'tapi', 'lupa', 'log', 'in', 'aplikasi', 'sehingga', 'gabisa', 'cek', 'etiket', 'langsung', 'hubungi', 'call', 'center', 'via', 'wa', 'gssampe', 'menit', 'etiket', 'sudah', 'terkirim', 'di', 'wa', 'dan', 'email', 'terimakasii', 'admin', 'call', 'center']","['call', 'centernya', 'gercep', 'helpfull', 'perkara', 'pesen', 'tiket', 'lupa', 'log', 'in', 'aplikasi', 'gabisa', 'cek', 'etiket', 'hubungi', 'call', 'center', 'via', 'wa', 'gssampe', 'menit', 'etiket', 'terkirim', 'wa', 'email', 'terimakasii', 'admin', 'call', 'center']","['call', 'centernya', 'gercep', 'helpfull', 'perkara', 'sen', 'tiket', 'lupa', 'log', 'in', 'aplikasi', 'gabisa', 'cek', 'etiket', 'hubung', 'call', 'center', 'via', 'wa', 'gssampe', 'menit', 'etiket', 'kirim', 'wa', 'email', 'terimakasii', 'admin', 'call', 'center']",call centernya gercep helpfull perkara sen tiket lupa log in aplikasi gabisa cek etiket hubung call center via wa gssampe menit etiket kirim wa email terimakasii admin call center,"['call', 'centernya', 'gercep', 'helpfull', 'perkara', 'sen', 'tiket', 'lupa', 'log', 'in', 'aplikasi', 'gabisa', 'cek', 'etiket', 'hubung', 'call', 'center', 'via', 'wa', 'gssampe', 'menit', 'etiket', 'kirim', 'wa', 'email', 'terimakasii', 'admin', 'call', 'center']",call centernya gercep helpfull perkara sen tiket lupa log in aplikasi gabisa cek etiket hubung call center via wa gssampe menit etiket kirim wa email terimakasii admin call center,Positif
Ngga bisa login,3,0,2.9.0,2025-02-26 07:30:27,ngga bisa login,"['ngga', 'bisa', 'login']","['ngga', 'login']","['ngga', 'login']",ngga login,"['ngga', 'login']",ngga login,Netral
rebet harus login terus,1,1,2.9.0,2025-02-25 22:30:54,rebet harus login terus,"['rebet', 'harus', 'login', 'terus']","['rebet', 'login']","['rebet', 'login']",rebet login,"['rebet', 'login']",rebet login,Negatif
Saya sudah mencoba berapa x login konfirmasi otp nya tak muncul² di Gmail kodenya,1,1,2.9.0,2025-02-25 07:38:36,saya sudah mencoba berapa x login konfirmasi otp nya tak muncul di gmail kodenya,"['saya', 'sudah', 'mencoba', 'berapa', 'x', 'login', 'konfirmasi', 'otp', 'nya', 'tak', 'muncul', 'di', 'gmail', 'kodenya']","['mencoba', 'login', 'konfirmasi', 'otp', 'muncul', 'gmail', 'kodenya']","['coba', 'login', 'konfirmasi', 'otp', 'muncul', 'gmail', 'kode']",coba login konfirmasi otp muncul gmail kode,"['login', 'konfirmasi', 'otp', 'muncul', 'gmail', 'kode']",login konfirmasi otp muncul gmail kode,Negatif
Alhamdulillah aplikasinya sangat mendukung sekali,5,0,,2025-02-24 07:05:06,alhamdulillah aplikasinya sangat mendukung sekali,"['alhamdulillah', 'aplikasinya', 'sangat', 'mendukung', 'sekali']","['alhamdulillah', 'aplikasinya', 'mendukung']","['alhamdulillah', 'aplikasi', 'dukung']",alhamdulillah aplikasi dukung,"['alhamdulillah', 'aplikasi', 'dukung']",alhamdulillah aplikasi dukung,Positif
Maun sign up susah bgt. KodeOTP gk pernah didapatkan😡,1,1,2.9.0,2025-02-23 07:40:38,maun sign up susah bgt kodeotp gk pernah didapatkan,"['maun', 'sign', 'up', 'susah', 'bgt', 'kodeotp', 'gk', 'pernah', 'didapatkan']","['maun', 'sign', 'up', 'susah', 'bgt', 'kodeotp', 'gk', 'didapatkan']","['maun', 'sign', 'up', 'susah', 'bgt', 'kodeotp', 'gk', 'dapat']",maun sign up susah bgt kodeotp gk dapat,"['maun', 'sign', 'up', 'susah', 'kodeotp']",maun sign up susah kodeotp,Negatif
Kenapa sekarang tidak bisa login apa ada perbaikan aplikasi,1,0,,2025-02-23 06:24:59,kenapa sekarang tidak bisa login apa ada perbaikan aplikasi,"['kenapa', 'sekarang', 'tidak', 'bisa', 'login', 'apa', 'ada', 'perbaikan', 'aplikasi']","['login', 'perbaikan', 'aplikasi']","['login', 'baik', 'aplikasi']",login baik aplikasi,"['login', 'aplikasi']",login aplikasi,Negatif
Pelayanan costumer servir lambat,2,0,,2025-02-21 21:32:56,pelayanan costumer servir lambat,"['pelayanan', 'costumer', 'servir', 'lambat']","['pelayanan', 'costumer', 'servir', 'lambat']","['layan', 'costumer', 'servir', 'lambat']",layan costumer servir lambat,"['layan', 'costumer', 'servir', 'lambat']",layan costumer servir lambat,Negatif
saat login minta kode tapi di email ga ada yang masuk aneh banget sepertinya ada error di backendnya,2,0,2.5.7,2025-02-21 05:42:44,saat login minta kode tapi di email ga ada yang masuk aneh banget sepertinya ada error di backendnya,"['saat', 'login', 'minta', 'kode', 'tapi', 'di', 'email', 'ga', 'ada', 'yang', 'masuk', 'aneh', 'banget', 'sepertinya', 'ada', 'error', 'di', 'backendnya']","['login', 'kode', 'email', 'ga', 'aneh', 'banget', 'error', 'backendnya']","['login', 'kode', 'email', 'ga', 'aneh', 'banget', 'error', 'backendnya']",login kode email ga aneh banget error backendnya,"['login', 'kode', 'email', 'aneh', 'error', 'backendnya']",login kode email aneh error backendnya,Negatif
Sekarang jadi gak bisa di pakai !!!! Tolong diperbaiki lagi,1,0,2.9.0,2025-02-20 20:20:55,sekarang jadi gak bisa di pakai tolong diperbaiki lagi,"['sekarang', 'jadi', 'gak', 'bisa', 'di', 'pakai', 'tolong', 'diperbaiki', 'lagi']","['gak', 'pakai', 'tolong', 'diperbaiki']","['gak', 'pakai', 'tolong', 'baik']",gak pakai tolong baik,"['pakai', 'tolong']",pakai tolong,Negatif
Susah bikin datanya,5,0,2.9.0,2025-02-20 11:13:08,susah bikin datanya,"['susah', 'bikin', 'datanya']","['susah', 'bikin', 'datanya']","['susah', 'bikin', 'data']",susah bikin data,"['susah', 'bikin', 'data']",susah bikin data,Positif
"Aplikasi Rosalia eror,ngg bsa psen tiket,ngg bsa login jga ,,kacau",1,0,2.9.0,2025-02-20 09:34:43,aplikasi rosalia erorngg bsa psen tiketngg bsa login jga kacau,"['aplikasi', 'rosalia', 'erorngg', 'bsa', 'psen', 'tiketngg', 'bsa', 'login', 'jga', 'kacau']","['aplikasi', 'rosalia', 'erorngg', 'bsa', 'psen', 'tiketngg', 'bsa', 'login', 'jga', 'kacau']","['aplikasi', 'rosalia', 'erorngg', 'bsa', 'psen', 'tiketngg', 'bsa', 'login', 'jga', 'kacau']",aplikasi rosalia erorngg bsa psen tiketngg bsa login jga kacau,"['aplikasi', 'rosalia', 'erorngg', 'bsa', 'psen', 'tiketngg', 'bsa', 'login', 'jga', 'kacau']",aplikasi rosalia erorngg bsa psen tiketngg bsa login jga kacau,Negatif
Minta kode verifikasi aja lelet!,1,1,2.9.0,2025-02-20 07:30:10,minta kode verifikasi aja lelet,"['minta', 'kode', 'verifikasi', 'aja', 'lelet']","['kode', 'verifikasi', 'aja', 'lelet']","['kode', 'verifikasi', 'aja', 'lelet']",kode verifikasi aja lelet,"['kode', 'verifikasi', 'lelet']",kode verifikasi lelet,Negatif
masih belum bisa log in dan pesan tiket,1,1,2.8.4,2025-02-20 07:07:40,masih belum bisa log in dan pesan tiket,"['masih', 'belum', 'bisa', 'log', 'in', 'dan', 'pesan', 'tiket']","['log', 'in', 'pesan', 'tiket']","['log', 'in', 'pesan', 'tiket']",log in pesan tiket,"['log', 'in', 'pesan', 'tiket']",log in pesan tiket,Negatif
Nyaman dan aman kualitas ok,5,0,,2025-02-19 00:45:09,nyaman dan aman kualitas ok,"['nyaman', 'dan', 'aman', 'kualitas', 'ok']","['nyaman', 'aman', 'kualitas', 'ok']","['nyaman', 'aman', 'kualitas', 'ok']",nyaman aman kualitas ok,"['nyaman', 'aman', 'kualitas']",nyaman aman kualitas,Positif
"Akses mudah, tanpa harus ke agen, sudah lengkap fasilitas armada di aplikasi",5,42,2.9.0,2025-02-18 12:07:35,akses mudah tanpa harus ke agen sudah lengkap fasilitas armada di aplikasi,"['akses', 'mudah', 'tanpa', 'harus', 'ke', 'agen', 'sudah', 'lengkap', 'fasilitas', 'armada', 'di', 'aplikasi']","['akses', 'mudah', 'agen', 'lengkap', 'fasilitas', 'armada', 'aplikasi']","['akses', 'mudah', 'agen', 'lengkap', 'fasilitas', 'armada', 'aplikasi']",akses mudah agen lengkap fasilitas armada aplikasi,"['akses', 'mudah', 'agen', 'lengkap', 'fasilitas', 'armada', 'aplikasi']",akses mudah agen lengkap fasilitas armada aplikasi,Positif
Aplikasi nya ngga bisa di klik sama sekali,1,0,2.9.0,2025-02-18 09:08:19,aplikasi nya ngga bisa di klik sama sekali,"['aplikasi', 'nya', 'ngga', 'bisa', 'di', 'klik', 'sama', 'sekali']","['aplikasi', 'ngga', 'klik']","['aplikasi', 'ngga', 'klik']",aplikasi ngga klik,"['aplikasi', 'ngga', 'klik']",aplikasi ngga klik,Negatif
Ok,5,0,2.9.0,2025-02-18 05:37:38,ok,['ok'],['ok'],['ok'],ok,[],,Positif
pelayanan yang cukup baek,5,0,2.9.0,2025-02-17 18:20:59,pelayanan yang cukup baek,"['pelayanan', 'yang', 'cukup', 'baek']","['pelayanan', 'baek']","['layan', 'baek']",layan baek,"['layan', 'baek']",layan baek,Positif
Ga bisa login,1,1,2.9.0,2025-02-17 15:09:10,ga bisa login,"['ga', 'bisa', 'login']","['ga', 'login']","['ga', 'login']",ga login,['login'],login,Negatif
Setiap beli tiket melalui aplikasi dan sudah dibayar lunas Tiket selalu tidak muncul di aplikasi (pesanan saya) Harus konfirmasi ke contact center mulu Ini sudah selalu teejadi dari 1 tahun yang lalu Dri pihak rosalia tidak pernah diperbaiki apa emang sengaja tidak diperbaiki pelayanan dri aplikasi inii,3,38,2.9.0,2025-02-17 12:13:19,setiap beli tiket melalui aplikasi dan sudah dibayar lunas tiket selalu tidak muncul di aplikasi pesanan saya harus konfirmasi ke contact center mulu ini sudah selalu teejadi dari tahun yang lalu dri pihak rosalia tidak pernah diperbaiki apa emang sengaja tidak diperbaiki pelayanan dri aplikasi inii,"['setiap', 'beli', 'tiket', 'melalui', 'aplikasi', 'dan', 'sudah', 'dibayar', 'lunas', 'tiket', 'selalu', 'tidak', 'muncul', 'di', 'aplikasi', 'pesanan', 'saya', 'harus', 'konfirmasi', 'ke', 'contact', 'center', 'mulu', 'ini', 'sudah', 'selalu', 'teejadi', 'dari', 'tahun', 'yang', 'lalu', 'dri', 'pihak', 'rosalia', 'tidak', 'pernah', 'diperbaiki', 'apa', 'emang', 'sengaja', 'tidak', 'diperbaiki', 'pelayanan', 'dri', 'aplikasi', 'inii']","['beli', 'tiket', 'aplikasi', 'dibayar', 'lunas', 'tiket', 'muncul', 'aplikasi', 'pesanan', 'konfirmasi', 'contact', 'center', 'mulu', 'teejadi', 'tahun', 'dri', 'rosalia', 'diperbaiki', 'emang', 'sengaja', 'diperbaiki', 'pelayanan', 'dri', 'aplikasi', 'inii']","['beli', 'tiket', 'aplikasi', 'bayar', 'lunas', 'tiket', 'muncul', 'aplikasi', 'pesan', 'konfirmasi', 'contact', 'center', 'mulu', 'teejadi', 'tahun', 'dri', 'rosalia', 'baik', 'emang', 'sengaja', 'baik', 'layan', 'dri', 'aplikasi', 'ini']",beli tiket aplikasi bayar lunas tiket muncul aplikasi pesan konfirmasi contact center mulu teejadi tahun dri rosalia baik emang sengaja baik layan dri aplikasi ini,"['beli', 'tiket', 'aplikasi', 'bayar', 'lunas', 'tiket', 'muncul', 'aplikasi', 'pesan', 'konfirmasi', 'contact', 'center', 'mulu', 'teejadi', 'tahun', 'dri', 'rosalia', 'emang', 'sengaja', 'layan', 'dri', 'aplikasi']",beli tiket aplikasi bayar lunas tiket muncul aplikasi pesan konfirmasi contact center mulu teejadi tahun dri rosalia emang sengaja layan dri aplikasi,Netral
Aplikasi belum di perbaiki .. ada beberapa ulasan pelanggan ygvtidak bisa log in atau pesan tiket lewat aplikasi.. tidak bisa melihat rute tujuan . Tolong PT rosalia indah yg terhormat segera di atasi Karna kesetiaan pelanggan adalah jalanmu . Terimakasih,1,134,2.9.0,2025-02-17 11:01:12,aplikasi belum di perbaiki ada beberapa ulasan pelanggan ygvtidak bisa log in atau pesan tiket lewat aplikasi tidak bisa melihat rute tujuan tolong pt rosalia indah yg terhormat segera di atasi karna kesetiaan pelanggan adalah jalanmu terimakasih,"['aplikasi', 'belum', 'di', 'perbaiki', 'ada', 'beberapa', 'ulasan', 'pelanggan', 'ygvtidak', 'bisa', 'log', 'in', 'atau', 'pesan', 'tiket', 'lewat', 'aplikasi', 'tidak', 'bisa', 'melihat', 'rute', 'tujuan', 'tolong', 'pt', 'rosalia', 'indah', 'yg', 'terhormat', 'segera', 'di', 'atasi', 'karna', 'kesetiaan', 'pelanggan', 'adalah', 'jalanmu', 'terimakasih']","['aplikasi', 'perbaiki', 'ulasan', 'pelanggan', 'ygvtidak', 'log', 'in', 'pesan', 'tiket', 'aplikasi', 'rute', 'tujuan', 'tolong', 'pt', 'rosalia', 'indah', 'yg', 'terhormat', 'atasi', 'karna', 'kesetiaan', 'pelanggan', 'jalanmu', 'terimakasih']","['aplikasi', 'baik', 'ulas', 'langgan', 'ygvtidak', 'log', 'in', 'pesan', 'tiket', 'aplikasi', 'rute', 'tuju', 'tolong', 'pt', 'rosalia', 'indah', 'yg', 'hormat', 'atas', 'karna', 'setia', 'langgan', 'jalan', 'terimakasih']",aplikasi baik ulas langgan ygvtidak log in pesan tiket aplikasi rute tuju tolong pt rosalia indah yg hormat atas karna setia langgan jalan terimakasih,"['aplikasi', 'ulas', 'langgan', 'ygvtidak', 'log', 'in', 'pesan', 'tiket', 'aplikasi', 'rute', 'tolong', 'pt', 'rosalia', 'indah', 'hormat', 'karna', 'setia', 'langgan', 'jalan', 'terimakasih']",aplikasi ulas langgan ygvtidak log in pesan tiket aplikasi rute tolong pt rosalia indah hormat karna setia langgan jalan terimakasih,Negatif
"Serius kenapa sih kalau kerja itu, bikin aplikasi abal abal",1,0,,2025-02-17 08:41:51,serius kenapa sih kalau kerja itu bikin aplikasi abal abal,"['serius', 'kenapa', 'sih', 'kalau', 'kerja', 'itu', 'bikin', 'aplikasi', 'abal', 'abal']","['serius', 'sih', 'bikin', 'aplikasi', 'abal', 'abal']","['serius', 'sih', 'bikin', 'aplikasi', 'abal', 'abal']",serius sih bikin aplikasi abal abal,"['serius', 'bikin', 'aplikasi', 'abal', 'abal']",serius bikin aplikasi abal abal,Negatif
Kenapa aplikasi sampai sekarang masih eror tdk bisa login ya?,3,1,2.9.0,2025-02-17 05:12:20,kenapa aplikasi sampai sekarang masih eror tdk bisa login ya,"['kenapa', 'aplikasi', 'sampai', 'sekarang', 'masih', 'eror', 'tdk', 'bisa', 'login', 'ya']","['aplikasi', 'eror', 'tdk', 'login']","['aplikasi', 'eror', 'tdk', 'login']",aplikasi eror tdk login,"['aplikasi', 'eror', 'login']",aplikasi eror login,Netral
"Developmentnya ngga pernah mantau kendala aplikasi. Sekelas perusahaan besar aplikasinya eror tapi tidak ada langkah cepat, login ngga bisa daftar akun baru ngga bisa, nyari tiket apalagi. Mohon kedepannya diperbaiki lagi, pemesanan tiket berbasis aplikasi harusnya mempermudah bukan mempersulit user",1,27,2.9.0,2025-02-16 23:45:10,developmentnya ngga pernah mantau kendala aplikasi sekelas perusahaan besar aplikasinya eror tapi tidak ada langkah cepat login ngga bisa daftar akun baru ngga bisa nyari tiket apalagi mohon kedepannya diperbaiki lagi pemesanan tiket berbasis aplikasi harusnya mempermudah bukan mempersulit user,"['developmentnya', 'ngga', 'pernah', 'mantau', 'kendala', 'aplikasi', 'sekelas', 'perusahaan', 'besar', 'aplikasinya', 'eror', 'tapi', 'tidak', 'ada', 'langkah', 'cepat', 'login', 'ngga', 'bisa', 'daftar', 'akun', 'baru', 'ngga', 'bisa', 'nyari', 'tiket', 'apalagi', 'mohon', 'kedepannya', 'diperbaiki', 'lagi', 'pemesanan', 'tiket', 'berbasis', 'aplikasi', 'harusnya', 'mempermudah', 'bukan', 'mempersulit', 'user']","['developmentnya', 'ngga', 'mantau', 'kendala', 'aplikasi', 'sekelas', 'perusahaan', 'aplikasinya', 'eror', 'langkah', 'cepat', 'login', 'ngga', 'daftar', 'akun', 'ngga', 'nyari', 'tiket', 'kedepannya', 'diperbaiki', 'pemesanan', 'tiket', 'berbasis', 'aplikasi', 'mempermudah', 'mempersulit', 'user']","['developmentnya', 'ngga', 'mantau', 'kendala', 'aplikasi', 'kelas', 'usaha', 'aplikasi', 'eror', 'langkah', 'cepat', 'login', 'ngga', 'daftar', 'akun', 'ngga', 'nyari', 'tiket', 'depan', 'baik', 'mesan', 'tiket', 'bas', 'aplikasi', 'mudah', 'sulit', 'user']",developmentnya ngga mantau kendala aplikasi kelas usaha aplikasi eror langkah cepat login ngga daftar akun ngga nyari tiket depan baik mesan tiket bas aplikasi mudah sulit user,"['developmentnya', 'ngga', 'mantau', 'kendala', 'aplikasi', 'kelas', 'usaha', 'aplikasi', 'eror', 'langkah', 'cepat', 'login', 'ngga', 'daftar', 'akun', 'ngga', 'nyari', 'tiket', 'mesan', 'tiket', 'bas', 'aplikasi', 'mudah', 'sulit', 'user']",developmentnya ngga mantau kendala aplikasi kelas usaha aplikasi eror langkah cepat login ngga daftar akun ngga nyari tiket mesan tiket bas aplikasi mudah sulit user,Negatif
"Overall bagus! Cuman bug nya coba sedikit di betulkan. DAN! Histori pembelian kenapa hilang? Saya sudah berkali-kali beli tiket dgn apk ini, tapi histori pembelian sebelumnya selalu hilang.",4,0,,2025-02-16 19:07:54,overall bagus cuman bug nya coba sedikit di betulkan dan histori pembelian kenapa hilang saya sudah berkalikali beli tiket dgn apk ini tapi histori pembelian sebelumnya selalu hilang,"['overall', 'bagus', 'cuman', 'bug', 'nya', 'coba', 'sedikit', 'di', 'betulkan', 'dan', 'histori', 'pembelian', 'kenapa', 'hilang', 'saya', 'sudah', 'berkalikali', 'beli', 'tiket', 'dgn', 'apk', 'ini', 'tapi', 'histori', 'pembelian', 'sebelumnya', 'selalu', 'hilang']","['overall', 'bagus', 'cuman', 'bug', 'coba', 'betulkan', 'histori', 'pembelian', 'hilang', 'berkalikali', 'beli', 'tiket', 'dgn', 'apk', 'histori', 'pembelian', 'hilang']","['overall', 'bagus', 'cuman', 'bug', 'coba', 'betul', 'histori', 'beli', 'hilang', 'berkalikali', 'beli', 'tiket', 'dgn', 'apk', 'histori', 'beli', 'hilang']",overall bagus cuman bug coba betul histori beli hilang berkalikali beli tiket dgn apk histori beli hilang,"['overall', 'bagus', 'cuman', 'bug', 'histori', 'beli', 'hilang', 'berkalikali', 'beli', 'tiket', 'apk', 'histori', 'beli', 'hilang']",overall bagus cuman bug histori beli hilang berkalikali beli tiket apk histori beli hilang,Positif
